ticket_id,permit_book,lot_code,delivery_date,crop,weight_tonnes,moisture_pct,elevator,postal_code
01501,4520855611735869,7-2,2025-11-07,Oats,35.1,10.4,Biggar,S0G 1B0
01502,4520150777875708,5-4,2025-09-18,Canola,25.7,9.5,Kindersley,S0L 1S0
01503,4520113497838511,4-7,2025-08-09,Peas,32.7,8.2,Kindersley,S0L 1S0
01504,4520124360366883,7-6,2025-11-16,Barley,35.3,11.6,Rosetown,S7K 3J7
01505,4520569598931220,3-5,2025-09-21,Peas,42.7,10.0,Biggar,S0L 2N0
01506,4520452772604819,4-11,2025-10-14,Peas,40.7,10.5,Kindersley,S7K 3J7
01507,4520741521581035,1-14,2025-08-27,Barley,28.9,9.2,Davidson,S0L 2V0
01508,4520504953290708,3-3,2025-08-08,Peas,22.0,13.7,Kindersley,S0L 2V0
01509,4520395722304976,4-9,2025-08-18,Spring Wheat,18.5,12.2,Davidson,S0L 2N0
01510,4520446921694048,7-9,2025-10-07,Canola,24.5,10.2,Outlook,S0L 1S0
01511,4520027766779495,5-5,2025-09-13,Oats,19.3,12.5,Biggar,S0G 1B0
01512,4520611704659607,4-8,2025-10-28,Spring Wheat,32.3,14.1,Biggar,S0L 2V0
01513,4520210672674803,7-10,2025-10-27,Peas,43.6,11.9,Davidson,S0G 1B0
01514,4520311616136683,3-13,2025-09-12,Barley,38.2,9.2,Outlook,S0G 1B0
01515,4520821161715545,4-6,2025-08-07,Spring Wheat,29.2,14.2,Rosetown,S0L 2V0
01516,4520609636893604,4-2,2025-10-09,Oats,22.7,11.0,Davidson,S0L 2N0
01517,4520655590169424,2-7,2025-10-26,Canola,26.1,8.8,Outlook,S0L 1S0
01518,4520790732731592,4-10,2025-08-21,Canola,19.7,12.4,Kindersley,S0L 1S0
01519,4520511843208004,3-12,2025-10-11,Canola,29.0,11.2,Kindersley,S7K 3J7
01520,4520666745999861,8-13,2025-11-09,Peas,24.3,14.2,Outlook,S0L 1S0
